requests_1m,requests_5m,unique_paths_5m,post_ratio_5m,auth_endpoint_requests_5m,failed_logins_5m,failed_logins_15m,unique_usernames_15m,successful_logins_15m,qr_failures_15m,sensitive_path_probes_15m,suspicious_requests_15m,scanner_events_15m,csrf_failures_15m,method_anomalies_15m,auth_rejections_15m,ban_events_15m,avg_request_interval_5m,ua_changes_15m,off_hours,label
4,6,5,0.178229,0,0,1,1,0,0,0,0,0,0,0,0,0,72.6834,0,0,NORMAL
18,66,2,0.829229,25,11,18,1,1,0,0,0,0,0,0,12,1,7.70806,0,0,BRUTE_FORCE
3,8,1,0.0950229,1,0,0,1,1,0,0,0,0,0,0,0,0,29.527,0,0,NORMAL
2,23,5,0.76674,7,1,0,3,3,14,0,0,0,0,0,6,0,12.6725,0,0,MFA_ABUSE
11,56,2,0.637132,27,12,28,17,0,0,0,0,0,0,0,6,0,9.07516,0,1,CREDENTIAL_STUFFING
14,26,8,0.49362,1,1,0,3,1,0,0,5,0,0,2,3,0,8.3825,0,0,WEB_ATTACK
3,7,6,0.0934773,1,0,0,1,1,0,0,0,0,0,0,0,0,53.0054,0,0,NORMAL
2,30,5,0.720826,8,0,2,2,0,0,4,8,0,0,0,8,0,5.83672,0,1,WEB_ATTACK
17,65,30,0.050062,4,0,1,1,0,0,10,4,2,0,1,1,0,8.67266,2,1,RECONNAISSANCE
11,25,8,0.15173,4,1,0,3,0,0,2,5,0,6,0,5,0,10.1064,6,0,SESSION_ABUSE
11,49,12,0.515984,6,0,0,3,1,0,0,7,0,8,2,4,0,3.76584,3,1,SESSION_ABUSE
11,26,5,0.77337,19,0,1,2,3,10,0,0,0,0,0,3,1,9.1284,1,0,MFA_ABUSE
17,17,6,0.353277,6,0,0,3,1,0,0,7,0,8,4,11,0,11.7895,3,0,SESSION_ABUSE
4,33,6,0.682862,16,0,1,1,1,9,0,0,0,0,0,9,0,8.01865,0,0,MFA_ABUSE
7,38,3,0.684006,12,7,29,2,0,1,0,1,0,0,0,11,0,5.04578,1,0,BRUTE_FORCE
7,27,5,0.446348,7,1,1,2,0,0,4,5,1,1,0,1,0,12.022,2,0,WEB_ATTACK
2,11,5,0.10734,0,0,0,1,2,0,0,0,0,0,0,0,0,59.7678,0,0,NORMAL
11,20,6,0.561463,7,0,2,2,2,10,0,0,0,0,0,9,1,8.56065,1,0,MFA_ABUSE
13,22,25,0.187078,3,0,0,2,0,0,4,7,2,0,1,1,0,7.80092,0,0,RECONNAISSANCE
17,69,4,0.866278,12,15,25,3,0,0,0,0,0,0,0,15,0,9.29294,0,1,BRUTE_FORCE
20,34,4,0.965802,51,14,46,3,0,0,0,0,0,0,0,7,1,9.83969,0,0,BRUTE_FORCE
8,25,4,0.69411,37,3,21,27,2,1,0,0,0,0,0,15,0,8.60828,2,0,CREDENTIAL_STUFFING
10,36,12,0.222526,6,0,1,1,0,1,1,2,2,7,0,4,0,1.76406,6,0,SESSION_ABUSE
0,11,8,0.11321,0,0,2,1,1,1,0,0,0,0,0,1,0,27,0,0,NORMAL
12,36,4,0.720665,41,15,53,1,0,0,0,0,0,0,0,6,2,2.03127,0,0,BRUTE_FORCE
13,72,40,0.131879,3,0,0,1,0,0,14,3,2,0,1,0,1,5.30864,1,1,RECONNAISSANCE
3,44,48,0.210933,3,0,0,1,0,0,6,1,1,0,0,1,0,6.17646,2,1,RECONNAISSANCE
9,63,49,0.0189515,4,0,0,1,0,0,17,3,1,0,1,0,1,4.26108,0,0,RECONNAISSANCE
10,48,33,0.0311896,0,0,0,1,0,0,9,8,1,0,2,0,0,1.31061,1,1,RECONNAISSANCE
13,24,45,0.0123613,0,0,0,1,0,0,8,5,2,0,1,1,0,5.2628,1,1,RECONNAISSANCE
21,42,1,0.709348,41,15,53,1,0,0,0,0,0,2,0,7,1,5.76648,1,0,BRUTE_FORCE
3,29,12,0.767343,1,0,2,4,0,0,4,8,0,0,0,1,0,3.65449,2,0,WEB_ATTACK
3,16,9,0.130514,4,0,0,1,1,0,0,0,0,0,0,0,0,30.3899,0,0,NORMAL
3,8,5,0.258763,0,0,0,1,1,0,0,0,0,0,0,0,0,25.3384,0,0,NORMAL
16,50,21,0.492152,4,1,2,3,0,0,1,6,0,6,1,15,0,3.45392,6,0,SESSION_ABUSE
8,44,34,0.16988,4,1,0,1,0,0,5,7,2,0,1,2,0,0.555949,0,1,RECONNAISSANCE
7,72,1,0.780578,16,7,46,1,0,1,0,0,0,1,0,3,1,3.55243,0,1,BRUTE_FORCE
19,66,22,0.212062,7,0,1,2,0,0,0,1,0,6,1,5,0,11.7412,4,0,SESSION_ABUSE
10,29,48,0.21292,0,0,0,1,0,0,4,1,2,0,0,1,0,2.7475,2,1,RECONNAISSANCE
7,9,3,0.493311,1,0,0,1,1,0,0,0,0,0,0,0,0,32.1556,0,0,NORMAL
14,69,20,0.164044,6,0,0,1,1,1,1,3,0,8,3,11,0,2.36387,3,0,SESSION_ABUSE
7,54,2,0.692879,25,5,20,22,0,0,0,0,0,0,0,6,0,8.61196,0,0,CREDENTIAL_STUFFING
11,47,6,0.849547,41,5,12,20,1,1,0,1,0,0,0,7,0,3.37818,2,0,CREDENTIAL_STUFFING
12,26,3,0.5231,0,1,1,2,0,1,2,5,1,0,1,2,1,10.2424,1,0,WEB_ATTACK
14,17,4,0.637608,9,2,2,1,0,0,3,8,0,0,1,8,0,11.9907,1,0,WEB_ATTACK
3,16,11,0.235947,2,0,0,1,2,0,0,0,0,0,0,0,0,16.3046,0,0,NORMAL
16,31,4,0.692767,44,20,35,3,0,0,0,0,0,0,0,16,0,8.2115,0,0,BRUTE_FORCE
16,64,3,0.619601,41,12,9,21,0,0,0,0,0,0,0,4,0,9.36786,4,0,CREDENTIAL_STUFFING
11,51,5,0.662125,31,6,28,8,0,0,0,0,0,0,0,7,0,2.47597,2,0,CREDENTIAL_STUFFING
5,65,43,0.0995107,1,0,1,1,0,0,12,6,2,1,1,0,0,1.5597,0,1,RECONNAISSANCE
10,68,56,0.222102,5,0,2,1,0,0,13,8,0,0,0,2,1,0.580763,1,0,RECONNAISSANCE
13,62,1,0.767252,33,13,52,1,0,0,0,0,0,0,0,8,1,1.17202,0,1,BRUTE_FORCE
9,21,34,0.146406,2,0,0,1,0,0,10,5,3,0,0,1,0,3.6556,0,0,RECONNAISSANCE
1,3,3,0.264195,0,0,0,1,1,0,0,0,0,0,0,0,0,37.5504,0,0,NORMAL
16,36,5,0.752695,18,8,18,12,0,0,0,0,0,0,0,4,0,8.51939,2,0,CREDENTIAL_STUFFING
13,22,57,0.209868,0,0,0,1,0,0,7,6,2,0,1,1,0,6.0556,3,0,RECONNAISSANCE
18,22,4,0.963709,20,10,22,2,0,0,0,0,0,0,0,11,2,7.15619,0,1,BRUTE_FORCE
5,30,21,0.181456,1,0,0,2,0,0,0,6,1,3,2,9,0,8.26324,5,1,SESSION_ABUSE
11,10,2,0.500653,24,1,1,1,2,9,0,0,0,0,0,4,0,2.87132,0,0,MFA_ABUSE
2,22,12,0.415218,0,0,3,1,0,0,3,6,0,1,0,5,0,12.9462,3,0,WEB_ATTACK
17,31,53,0.0763523,4,0,0,1,0,0,6,4,2,0,1,0,0,2.05205,0,0,RECONNAISSANCE
19,34,4,0.937926,20,12,28,8,0,0,1,0,0,0,0,7,0,11.1001,3,0,CREDENTIAL_STUFFING
2,7,4,0.0430923,1,1,0,1,1,0,0,0,0,0,0,0,0,61.2587,0,0,NORMAL
14,39,15,0.669757,4,1,1,3,0,0,0,12,1,0,2,5,0,10.5934,1,0,WEB_ATTACK
6,43,9,0.738519,1,1,0,3,1,0,2,7,0,1,1,8,0,5.57976,2,1,WEB_ATTACK
2,10,8,0.353173,1,0,2,1,0,0,0,0,0,0,0,0,0,47.7717,0,0,NORMAL
8,16,27,0.443555,0,0,1,3,0,0,1,6,0,5,3,7,1,3.04235,4,0,SESSION_ABUSE
2,11,7,0.684892,7,0,0,2,2,16,0,0,0,0,0,2,0,3.50971,0,0,MFA_ABUSE
10,37,4,0.32609,6,0,0,3,0,0,1,13,0,2,1,2,0,7.25932,1,1,WEB_ATTACK
12,79,16,0.0940431,1,0,0,1,0,0,5,7,2,0,0,1,0,7.2295,1,1,RECONNAISSANCE
15,52,2,0.923961,38,17,44,2,0,0,0,0,0,0,0,14,0,2.91035,0,1,BRUTE_FORCE
8,68,20,0.106154,4,0,0,1,0,0,15,7,2,0,2,0,0,8.80581,3,1,RECONNAISSANCE
12,38,7,0.172217,5,2,0,2,0,1,0,1,0,6,2,11,0,8.15828,7,0,SESSION_ABUSE
12,21,6,0.714488,17,7,22,17,1,0,0,0,0,0,0,10,1,4.34358,4,1,CREDENTIAL_STUFFING
10,66,11,0.526318,5,0,0,2,0,1,1,5,0,8,2,7,0,3.29548,6,1,SESSION_ABUSE
2,9,1,0.214369,1,0,0,1,1,0,0,0,0,0,0,0,0,13.0815,0,0,NORMAL
9,33,7,0.817754,5,0,0,4,0,0,3,4,0,0,0,5,0,1.10627,0,0,WEB_ATTACK
15,49,30,0.0634764,5,0,0,1,0,0,13,6,2,0,0,1,1,8.08753,2,0,RECONNAISSANCE
8,33,5,0.65114,16,7,23,8,0,1,0,0,0,0,0,13,0,3.58424,3,0,CREDENTIAL_STUFFING
6,21,10,0.27059,3,1,3,2,0,0,4,7,1,0,1,8,0,5.64108,1,1,WEB_ATTACK
3,23,11,0.304805,0,0,1,4,1,0,0,4,1,1,1,6,0,2.81063,0,0,WEB_ATTACK
0,7,2,0.142096,0,0,0,1,0,0,0,0,0,0,0,0,0,46.2342,0,0,NORMAL
12,17,14,0.268439,3,2,0,1,1,0,2,4,1,0,0,6,0,8.46778,0,1,WEB_ATTACK
8,71,42,0.175866,2,1,0,1,0,0,10,7,2,0,1,0,0,0.301122,3,1,RECONNAISSANCE
17,41,2,0.71162,21,21,42,1,1,0,0,0,0,0,0,9,1,0.588821,0,1,BRUTE_FORCE
8,41,3,0.501377,6,0,1,2,0,0,0,11,1,1,0,6,1,3.60294,0,1,WEB_ATTACK
18,20,6,0.930988,20,14,23,15,0,1,0,0,0,0,0,5,0,2.53253,2,1,CREDENTIAL_STUFFING
12,20,20,0.489288,3,1,1,2,0,0,0,7,0,4,2,6,0,4.32106,5,1,SESSION_ABUSE
10,44,14,0.4059,5,0,1,4,0,2,3,7,1,0,1,7,0,1.53839,2,1,WEB_ATTACK
14,16,24,0.529121,0,0,2,1,0,0,1,4,1,6,2,6,0,7.28648,6,1,SESSION_ABUSE
8,41,2,0.677246,35,18,49,2,0,0,0,0,0,0,0,17,1,2.17823,0,0,BRUTE_FORCE
15,27,20,0.172917,0,0,0,1,0,0,14,8,2,0,1,0,0,3.66544,2,0,RECONNAISSANCE
9,32,3,0.945872,14,15,22,1,0,1,0,0,0,0,0,10,2,4.10019,0,0,BRUTE_FORCE
8,25,6,0.835803,24,0,1,3,1,7,0,0,0,0,0,3,1,10.8065,0,1,MFA_ABUSE
19,19,16,0.209861,5,0,1,1,1,0,0,4,0,7,3,5,0,7.94062,3,0,SESSION_ABUSE
2,20,5,0.673681,19,1,0,2,3,17,0,1,0,0,0,5,0,12.8309,0,1,MFA_ABUSE
11,33,2,0.62296,20,0,0,1,2,12,0,0,0,0,0,6,1,13.3864,0,1,MFA_ABUSE
3,9,2,0.361096,0,0,0,1,1,0,0,0,0,0,0,0,0,33.3703,0,1,NORMAL
1,12,1,0.254947,2,0,0,1,0,0,0,0,0,0,0,0,0,49.3904,1,0,NORMAL
2,11,2,0.212743,0,0,0,1,1,0,0,0,0,0,0,0,0,46.237,0,0,NORMAL
14,53,14,0.52705,6,0,0,1,1,1,0,2,0,2,3,8,0,8.84181,2,1,SESSION_ABUSE
11,25,3,0.647257,8,1,2,2,3,8,0,1,0,0,0,10,0,3.43146,0,0,MFA_ABUSE
19,47,3,0.980974,52,21,35,2,0,0,0,0,0,0,0,8,0,5.03628,0,0,BRUTE_FORCE
6,10,3,0.842132,7,2,2,3,3,7,0,0,0,0,0,10,0,4.97961,0,1,MFA_ABUSE
12,31,25,0.141444,3,1,0,1,0,0,11,2,2,0,0,0,0,1.46952,2,1,RECONNAISSANCE
18,51,5,0.585303,19,9,25,17,0,0,0,1,0,0,0,4,0,5.52486,0,1,CREDENTIAL_STUFFING
7,15,11,0.836586,3,1,1,4,0,0,2,15,0,1,0,1,0,4.8803,2,0,WEB_ATTACK
18,18,5,0.881702,11,6,33,23,0,0,0,1,0,0,0,6,0,4.24444,0,0,CREDENTIAL_STUFFING
9,22,20,0.175333,3,0,0,2,0,1,1,5,0,2,4,7,0,8.95808,2,0,SESSION_ABUSE
7,29,9,0.341412,7,0,0,1,0,0,0,7,0,5,0,10,0,4.65341,6,0,SESSION_ABUSE
11,32,4,0.84858,17,0,2,1,1,11,0,0,0,0,0,2,0,15.2831,0,0,MFA_ABUSE
15,51,6,0.562441,32,13,12,23,1,2,0,0,0,0,1,9,0,10.4587,3,1,CREDENTIAL_STUFFING
11,11,10,0.491611,1,2,1,3,0,0,1,9,1,1,0,8,0,12.7917,1,0,WEB_ATTACK
12,31,3,0.566477,22,7,12,16,0,0,0,0,0,0,0,14,0,9.21873,0,0,CREDENTIAL_STUFFING
4,27,7,0.570355,7,1,1,1,3,11,0,1,0,0,0,6,0,14.8062,0,0,MFA_ABUSE
18,70,4,0.759705,31,12,16,1,0,0,0,0,0,0,0,16,0,6.23693,0,0,BRUTE_FORCE
4,26,50,0.046074,4,0,0,2,0,0,7,5,0,0,0,0,1,3.55106,0,0,RECONNAISSANCE
15,45,6,0.850347,37,6,21,15,0,0,0,0,0,0,0,7,1,13.7213,0,0,CREDENTIAL_STUFFING
3,11,3,0.148148,1,2,1,1,1,0,0,0,0,0,0,0,0,69.772,0,0,NORMAL
2,9,6,0.475256,0,0,1,1,1,0,0,0,0,0,0,0,0,60.2086,0,1,NORMAL
1,9,2,0.133739,0,0,0,1,2,0,0,0,0,0,0,0,0,51.0867,0,0,NORMAL
4,16,5,0.830072,23,0,3,2,2,10,0,0,0,0,0,11,0,5.69608,0,0,MFA_ABUSE
13,25,1,0.950779,43,12,16,2,0,0,0,0,0,0,0,13,1,4.68747,0,1,BRUTE_FORCE
13,72,46,0.122452,1,0,0,1,0,0,5,4,1,0,0,0,0,2.66681,3,0,RECONNAISSANCE
10,36,1,0.781051,12,18,41,2,0,1,0,0,0,0,0,17,0,3.27527,1,0,BRUTE_FORCE
5,39,26,0.448386,0,1,1,1,1,0,0,3,0,7,0,6,1,7.38067,3,0,SESSION_ABUSE
17,54,14,0.498259,3,1,0,2,0,0,0,2,0,8,2,5,0,10.938,6,1,SESSION_ABUSE
17,21,15,0.353438,5,0,1,2,0,0,1,1,0,4,0,12,0,5.42961,5,1,SESSION_ABUSE
16,77,27,0.131478,2,1,0,1,0,0,15,7,1,0,2,0,1,4.29289,1,0,RECONNAISSANCE
13,29,16,0.486931,3,0,0,4,0,0,1,7,0,0,1,3,1,13.8146,3,0,WEB_ATTACK
7,59,6,0.714767,30,6,12,17,3,1,0,0,0,0,0,11,0,8.27882,4,0,CREDENTIAL_STUFFING
6,38,10,0.434686,1,0,0,2,0,0,0,4,0,6,3,6,0,9.76635,7,1,SESSION_ABUSE
7,67,2,0.85172,15,9,39,3,0,0,0,1,0,0,0,17,0,9.60662,1,1,BRUTE_FORCE
9,56,2,0.560333,32,8,30,21,1,1,0,0,0,0,0,4,0,6.57608,0,0,CREDENTIAL_STUFFING
4,29,17,0.295897,6,0,1,1,0,0,0,7,0,4,4,5,0,5.4693,6,0,SESSION_ABUSE
10,24,6,0.725207,18,2,3,1,2,17,0,0,0,0,0,2,0,12.8869,0,0,MFA_ABUSE
10,53,33,0.134931,4,0,0,1,0,0,9,4,0,0,1,1,0,3.42956,3,0,RECONNAISSANCE
0,5,5,0.0487562,1,0,0,2,1,0,0,0,0,0,0,0,0,22.415,0,0,NORMAL
6,31,11,0.356533,8,0,1,1,0,0,2,13,2,0,1,2,1,4.50663,3,0,WEB_ATTACK
3,28,14,0.593108,4,3,3,2,0,0,3,6,1,1,1,4,0,9.94542,1,0,WEB_ATTACK
17,27,18,0.102561,2,0,1,1,0,0,17,9,3,0,1,0,1,8.35929,0,0,RECONNAISSANCE
3,12,4,0.821244,12,0,3,2,1,17,0,0,0,0,0,9,0,12.8687,0,0,MFA_ABUSE
8,69,47,0.103811,1,0,0,1,0,0,16,6,2,0,0,0,0,1.26696,2,1,RECONNAISSANCE
6,23,30,0.0131151,1,1,0,2,0,0,14,3,2,0,0,0,0,4.16011,3,0,RECONNAISSANCE
4,6,2,0.0976968,0,0,0,1,0,0,0,0,0,0,0,0,0,13.3997,0,0,NORMAL
6,51,15,0.190199,2,0,0,2,0,1,1,5,0,8,0,12,0,10.1435,5,0,SESSION_ABUSE
10,43,4,0.70404,19,8,23,3,0,0,0,0,0,0,0,11,0,9.2978,0,1,BRUTE_FORCE
14,33,6,0.809982,1,0,2,2,0,0,1,9,0,0,0,8,0,11.2656,2,1,WEB_ATTACK
16,47,26,0.191746,7,0,0,1,0,1,0,3,0,2,3,6,1,7.03172,4,1,SESSION_ABUSE
21,62,4,0.834313,17,8,24,1,0,0,1,0,0,0,0,8,0,9.38657,1,1,BRUTE_FORCE
4,33,10,0.405846,3,1,2,4,1,0,2,5,2,0,0,3,0,12.3997,0,0,WEB_ATTACK
19,58,5,0.621578,39,6,14,8,1,1,0,1,0,0,0,7,0,7.24289,4,0,CREDENTIAL_STUFFING
8,50,2,0.594846,26,9,9,13,0,0,0,0,0,0,0,7,0,10.5273,3,0,CREDENTIAL_STUFFING
3,52,36,0.0396527,0,0,2,1,0,0,8,6,3,0,1,2,0,8.27578,0,1,RECONNAISSANCE
6,47,38,0.0615938,5,1,0,2,0,0,17,5,2,0,0,0,0,7.25185,0,1,RECONNAISSANCE
4,40,4,0.54871,0,1,3,2,0,0,4,11,2,1,0,6,0,10.8717,0,1,WEB_ATTACK
6,33,56,0.142181,0,0,1,1,0,0,10,5,0,1,3,2,0,1.6838,2,1,RECONNAISSANCE
11,11,5,0.593555,20,1,1,1,1,8,0,0,0,0,0,9,0,2.42816,1,1,MFA_ABUSE
16,41,2,0.6546,28,11,20,13,1,1,0,0,0,0,0,3,0,9.66248,1,1,CREDENTIAL_STUFFING
3,15,5,0.804594,15,1,2,3,1,13,0,0,0,0,0,8,0,10.7426,0,1,MFA_ABUSE
9,23,57,0.132886,0,0,1,1,0,0,12,8,2,0,2,1,0,5.93699,3,1,RECONNAISSANCE
2,25,6,0.559449,10,1,0,1,3,15,0,0,0,0,0,3,0,10.3593,0,1,MFA_ABUSE
10,8,4,0.308339,7,0,1,4,1,0,3,9,2,0,0,2,0,13.7822,0,0,WEB_ATTACK
20,72,1,0.990172,35,16,14,2,0,0,0,0,0,0,0,3,0,2.52557,1,0,BRUTE_FORCE
6,24,3,0.808451,14,1,2,2,2,8,0,0,0,0,0,2,0,9.24026,0,0,MFA_ABUSE
14,35,5,0.799805,43,3,29,21,1,0,0,0,0,0,0,3,0,13.9494,4,1,CREDENTIAL_STUFFING
13,75,53,0.0335635,4,0,1,1,0,0,7,2,1,0,0,1,0,3.79004,2,0,RECONNAISSANCE
2,12,14,0.725661,2,0,2,2,0,0,2,6,0,0,0,3,1,3.75458,1,1,WEB_ATTACK
11,63,1,0.690679,41,15,38,3,0,0,0,0,0,0,0,9,0,9.1275,0,0,BRUTE_FORCE
18,29,3,0.94753,12,9,33,11,0,1,0,0,0,0,0,6,0,11.6112,4,1,CREDENTIAL_STUFFING
15,21,6,0.692367,13,11,11,19,1,1,0,0,0,1,0,10,0,9.9226,4,0,CREDENTIAL_STUFFING
8,22,29,0.0651389,3,1,0,1,0,0,4,2,0,0,0,1,0,6.77869,3,1,RECONNAISSANCE
8,32,2,0.73825,20,0,0,3,2,10,0,0,0,0,0,2,0,10.1319,0,0,MFA_ABUSE
7,60,50,0.15426,4,0,1,1,0,0,8,5,1,0,0,0,0,5.47822,1,1,RECONNAISSANCE
18,30,4,0.687095,40,21,16,2,0,0,0,0,1,1,0,17,0,4.07636,0,0,BRUTE_FORCE
8,22,6,0.752444,24,0,2,3,1,9,0,0,0,0,0,2,1,4.32575,0,0,MFA_ABUSE
3,8,4,0.168093,1,0,0,1,0,2,0,0,0,0,0,0,0,14.8385,0,1,NORMAL
3,11,2,0.569504,0,0,1,1,0,0,0,0,0,0,0,0,0,68.5778,0,0,NORMAL
15,25,4,0.861326,43,4,16,17,1,1,1,0,0,1,0,7,0,4.39252,4,0,CREDENTIAL_STUFFING
10,24,1,0.692279,34,15,36,2,1,0,0,0,0,0,0,11,1,9.08677,0,0,BRUTE_FORCE
6,30,2,0.580945,23,1,0,1,1,7,0,0,0,0,0,10,0,16.4272,0,0,MFA_ABUSE
12,61,21,0.235792,4,0,0,1,0,0,1,4,0,5,4,13,0,8.32558,2,0,SESSION_ABUSE
8,79,21,0.160403,0,0,1,1,0,0,6,4,2,0,2,0,1,0.589125,2,1,RECONNAISSANCE
3,5,2,0.146223,2,0,0,1,0,0,0,0,0,0,0,0,0,19.182,0,0,NORMAL
2,8,5,0.540226,21,0,0,2,1,15,0,0,0,0,0,11,1,15.0184,0,0,MFA_ABUSE
10,22,7,0.622903,15,0,2,1,1,7,0,0,0,0,0,8,1,13.0183,0,0,MFA_ABUSE
18,46,18,0.446302,2,1,0,2,0,0,0,3,2,3,0,14,0,4.80031,3,0,SESSION_ABUSE
12,33,12,0.375831,8,0,0,1,0,0,3,6,1,0,0,8,0,12.7901,2,0,WEB_ATTACK
8,37,4,0.677937,6,0,0,2,3,9,0,0,0,0,0,3,0,7.35007,0,0,MFA_ABUSE
19,48,2,0.638348,38,4,14,20,0,1,0,1,1,0,0,11,1,10.2846,1,0,CREDENTIAL_STUFFING
2,11,1,0.160268,1,0,0,1,1,0,0,0,0,0,0,0,0,23.6649,0,1,NORMAL
16,61,2,0.810079,24,12,21,21,0,0,0,0,1,0,0,8,0,6.97792,2,0,CREDENTIAL_STUFFING
7,26,8,0.695279,0,0,3,4,0,0,0,5,1,1,0,3,0,9.12925,0,1,WEB_ATTACK
1,12,4,0.443307,0,0,1,1,0,0,0,0,0,0,0,0,0,18.4674,0,0,NORMAL
7,33,26,0.131884,0,1,0,1,0,0,13,4,2,0,1,0,0,4.28682,3,1,RECONNAISSANCE
3,40,19,0.369163,6,0,0,2,0,0,1,5,0,7,3,12,0,6.44071,6,0,SESSION_ABUSE
10,31,2,0.674318,6,1,0,3,1,15,0,0,0,0,0,3,0,11.708,0,0,MFA_ABUSE
2,14,8,0.522693,9,0,2,4,0,0,4,12,1,1,1,4,0,4.89567,0,0,WEB_ATTACK
14,19,52,0.244094,4,1,2,1,0,0,12,3,2,0,0,0,0,4.24239,1,0,RECONNAISSANCE
12,56,43,0.10552,2,0,0,1,0,0,13,8,3,1,1,0,0,4.51788,0,0,RECONNAISSANCE
11,44,13,0.547452,7,0,2,1,0,0,1,6,0,0,0,1,0,14.6453,1,0,WEB_ATTACK
17,29,1,0.735467,43,9,53,1,0,0,1,0,0,0,0,4,1,6.26523,0,1,BRUTE_FORCE
17,34,56,0.205141,1,0,0,1,0,0,4,6,0,0,0,1,0,7.43944,2,1,RECONNAISSANCE
12,24,5,0.364528,1,2,1,2,0,0,0,11,1,0,1,4,1,4.90122,1,0,WEB_ATTACK
2,8,2,0.325614,0,0,0,1,1,0,0,0,0,0,0,0,0,68.1749,1,0,NORMAL
3,36,11,0.73084,4,0,1,3,0,0,3,5,0,0,0,8,1,2.26998,1,0,WEB_ATTACK
17,35,17,0.308293,5,0,1,2,0,0,0,4,0,8,1,8,0,6.92839,3,1,SESSION_ABUSE
15,41,38,0.117677,2,0,1,1,0,0,8,4,2,0,0,0,0,3.09143,3,0,RECONNAISSANCE
7,15,21,0.433707,7,0,0,1,0,1,3,3,0,4,0,11,1,2.35005,2,0,SESSION_ABUSE
14,71,35,0.10874,0,0,1,1,0,0,12,7,2,0,1,2,0,7.05564,1,1,RECONNAISSANCE
4,29,16,0.770302,9,1,2,1,0,0,4,15,0,2,0,4,0,10.2497,3,1,WEB_ATTACK
17,18,25,0.00981588,2,0,0,1,0,0,11,1,2,0,1,1,0,6.48728,2,1,RECONNAISSANCE
11,62,57,0.101519,1,0,1,2,0,0,7,7,2,0,0,0,0,3.52382,1,1,RECONNAISSANCE
9,34,10,0.664217,9,1,2,3,0,0,2,15,0,2,0,8,0,2.92064,3,0,WEB_ATTACK
7,34,3,0.592725,20,0,4,3,3,5,0,0,0,0,0,4,0,6.41782,1,0,MFA_ABUSE
8,34,3,0.674876,41,3,19,19,1,0,0,0,0,0,0,15,0,3.17264,0,1,CREDENTIAL_STUFFING
11,21,10,0.42306,8,1,0,2,1,1,3,10,0,1,2,4,0,11.044,3,1,WEB_ATTACK
12,34,2,0.955919,50,15,32,1,0,0,0,0,0,0,0,8,0,2.85056,0,0,BRUTE_FORCE
0,8,8,0.0304026,0,0,0,1,1,1,0,0,0,0,0,0,0,22.3011,0,0,NORMAL
3,17,3,0.510744,4,0,2,2,0,0,0,5,2,1,0,7,0,13.6505,3,0,WEB_ATTACK
13,56,5,0.665937,37,7,11,19,0,1,0,0,0,1,0,15,0,7.78059,0,0,CREDENTIAL_STUFFING
12,48,2,0.72852,24,11,21,21,1,0,0,0,0,0,0,6,0,3.31068,1,1,CREDENTIAL_STUFFING
8,21,4,0.514513,16,1,1,1,1,7,0,0,0,0,0,9,0,16.0167,0,1,MFA_ABUSE
5,28,5,0.528972,18,0,2,3,1,7,0,0,0,0,0,11,0,4.5272,0,1,MFA_ABUSE
10,9,7,0.643339,6,1,1,1,3,16,0,0,0,1,0,4,0,10.5623,0,1,MFA_ABUSE
7,57,3,0.805786,33,19,52,2,0,0,0,1,0,0,0,6,1,4.10434,0,1,BRUTE_FORCE
19,61,1,0.881425,31,15,43,3,0,0,0,0,0,0,0,5,0,3.01558,0,1,BRUTE_FORCE
2,38,6,0.316869,9,3,0,4,0,0,0,11,1,1,0,6,0,10.8161,1,1,WEB_ATTACK
3,9,3,0.0254795,1,0,0,1,1,0,0,0,0,0,0,0,0,18.9343,0,1,NORMAL
10,62,9,0.336137,2,0,0,1,2,0,0,4,0,4,4,13,0,2.57104,3,1,SESSION_ABUSE
5,27,7,0.499011,22,0,0,3,1,10,0,0,0,0,0,10,0,12.4709,0,0,MFA_ABUSE
4,52,50,0.0105348,0,0,1,1,0,0,10,8,1,0,1,1,1,8.80771,2,1,RECONNAISSANCE
17,41,21,0.269917,4,0,0,2,0,0,0,4,1,2,4,14,0,4.76415,6,0,SESSION_ABUSE
21,29,1,0.915494,18,20,40,3,0,0,0,0,1,0,0,12,0,8.14821,0,1,BRUTE_FORCE
6,17,17,0.709013,2,1,1,1,0,1,1,7,1,1,0,4,0,2.72211,2,0,WEB_ATTACK
5,30,15,0.761056,1,0,0,2,0,0,0,11,0,0,1,3,0,1.41473,1,0,WEB_ATTACK
3,12,2,0.0500285,1,0,1,1,1,0,0,0,0,0,0,0,0,39.2167,0,1,NORMAL
18,54,3,0.801553,25,9,25,8,0,0,0,0,0,0,0,3,0,12.3323,0,1,CREDENTIAL_STUFFING
9,16,6,0.776413,2,0,2,1,0,0,2,10,0,1,1,5,0,14.2172,0,0,WEB_ATTACK
16,32,3,0.899736,32,9,49,1,0,0,0,0,0,0,0,11,1,5.73231,0,0,BRUTE_FORCE
6,34,4,0.948586,22,13,16,16,0,1,0,1,0,0,1,4,0,7.45836,3,0,CREDENTIAL_STUFFING
2,9,3,0.315351,0,0,1,1,1,1,0,0,0,0,0,0,0,66.6575,0,0,NORMAL
12,21,3,0.570078,31,4,32,23,0,0,0,0,0,0,0,9,1,4.71841,1,0,CREDENTIAL_STUFFING
